-0.036,2.193,-0.555,-14.758,0,0,685.143,0.055,2.0863598084,-13.7701805297,79.2,513.2,64.0161772021,129.08172024,63.7608787853,82.724914237
-0.023,2.589,-0.616,-12.192,0,0,685.148,0.06,2.4066410764,-13.1361357041,17.4,128.4,43.783165185,122.77036679,47.6712297419,83.8283782004
-0.009,2.676,-0.674,-11.55,0,0,685.153,0.065,2.6255685557,-12.5311445509,19.2,-128.4,25.0992934977,87.5975624332,31.6564163564,68.9923688485
0.005,2.772,-0.735,-12.192,0,0,685.158,0.07,2.7509956247,-12.0985933394,-0.2,256.8,10.6247040701,44.5257598432,17.6001311567,52.3688614578
0.018,2.771,-0.789,-10.908,0,0,685.163,0.075,2.8040350134,-11.8785207655,-10.8,-128.4,1.0038839202,12.4983831658,6.4046189109,50.6308073122
0.032,2.717,-0.847,-11.55,0,0,685.168,0.08,2.80898692,-11.816706328,3.8,128.4,-4.8296928657,10.1241220924,-2.1035927316,78.6188739246
0.023,-2.632,-0.69,-0.642,0,0,685.273,0.185,-2.5737292164,0.4431164115,52,0,35.5801722824,-54.0149746699,33.0184556114,-59.7921450436
0.011,-2.372,-0.693,-0.642,0,0,685.278,0.19,-2.3958283914,0.1730405929,46,256.8,40.4204447913,39.6413433887,37.7048515227,16.8526963539
0,-2.142,-0.69,0.642,0,0,685.283,0.195,-2.1937261988,0.3712459198,35.4,128.2,40.6560416847,101.745816971,38.568798303,76.224150146
-0.01,-1.965,-0.683,1.283,0,0,685.288,0.2,-1.9904459845,0.8799733951,40.6,0,37.3808471215,129.284488308,36.2709676796,108.390735701
-0.018,-1.762,-0.677,1.283,0,0,685.293,0.205,-1.8035416549,1.5263946714,37.2,256.8,31.9708140574,126.979101011,31.8124798669,107.358202351
-0.026,-1.576,-0.664,2.567,0,0,685.298,0.21,-1.643687338,2.1612907842,16,-128.4,25.9670732421,97.7723320561,26.3942999439,71.0934379492
-0.033,-1.496,-0.654,1.925,0,0,685.303,0.215,-1.513851517,2.6501569062,6.4,128.4,20.7411882696,38.7355336798,21.2757312147,1.6937255189
-0.041,-1.464,-0.642,2.567,0,0,685.308,0.22,-1.4101449145,2.8438454336,34.2,128.2,16.8215252886,-57.7679519881,17.6736235745,-93.7987107132
