-0.036,1.814,-0.369,-12.833,0,0,613.26,4.844,1.7145644477,-11.9182840057,90.2,513.2,75.1172034521,131.035239952,68.5588511517,70.7888338075
-0.025,2.265,-0.42,-10.267,0,0,613.265,4.849,2.0861536493,-11.2329957232,51.6,128.4,55.17129111,136.027926145,54.58794068,86.0688155351
-0.012,2.523,-0.468,-9.625,0,0,613.27,4.854,2.3617000762,-10.5286346413,6.8,128.4,33.6929569631,97.6702220631,38.254073584,75.9094395873
0.001,2.557,-0.513,-8.983,0,0,613.275,4.859,2.5314603962,-10.0250292004,11.4,-128.4,14.7419279572,43.4590886592,22.1776311627,57.5997364626
0.014,2.614,-0.561,-9.625,0,0,613.28,4.864,2.6067787878,-9.8002970085,-7.2,128.4,0.3551907099,0.6280856483,8.3750960237,52.136563408
0.027,2.578,-0.606,-8.983,0,0,613.285,4.869,2.6098587143,-9.7949535336,-4.6,0,-9.1783149511,-8.0114103401,-2.2203977979,78.1493106423
0.024,-2.553,-0.404,2.567,0,0,613.38,4.964,-2.5560893707,3.3948521683,32.2,0,27.5217968987,-37.0199921134,23.7542841467,-42.577919108
0.012,-2.392,-0.391,2.567,0,0,613.385,4.969,-2.4184805758,3.2097519511,27.6,256.6,30.4296621201,13.0940264745,27.1937678181,-0.1163885291
0.001,-2.254,-0.372,3.85,0,0,613.39,4.974,-2.2663323815,3.2752222026,37.4,-128.4,28.6564073491,42.3568751087,26.3613280156,26.6960972302
-0.009,-2.067,-0.356,3.208,0,0,613.395,4.979,-2.1230503994,3.4870068203,36,128.4,23.3754027654,48.6586192962,22.7900827531,31.5236164984
-0.019,-1.887,-0.337,3.85,0,0,613.4,4.984,-2.0061734001,3.7303001444,6.6,0,16.7207568068,32.9269645795,18.360700456,10.7396595037
-0.028,-1.854,-0.318,3.85,0,0,613.405,4.989,-1.92256961,3.8949351274,-0.4,-128.4,11.4458663235,-6.3053070165,15.0184462107,-35.9711517463
