T1,E1,T2,E2,C1,C2,V,Th1,Th2
16.395507,84101,16.395264,92953,0.045714,0.035165,0.402284,539.373243464,596.144648693
16.424316,84248,16.424072,93114,0.108132,0.084396,0.66078,540.316013072,597.177205882
16.451171,84386,16.450928,93266,0.247033,0.198681,0.87663,541.201062092,598.152042484
16.479248,84542,16.479004,93444,0.271648,0.277802,0.990945,542.201552288,599.293627451
16.506836,84708,16.506348,93627,0.204835,0.174945,0.971688,543.266176471,600.467279412
16.536865,84898,16.536377,93832,0.101099,0.097582,0.823011,544.484722222,601.782026144
16.564697,85074,16.564453,94023,0.053626,0.036923,0.584836,545.613480392,603.006985294
16.592041,85243,16.591553,94206,0.037802,0.017582,0.322491,546.697344771,604.180637255
16.619629,85410,16.619385,94387,0.033407,0.016703,0.10898,547.768382353,605.341462418
16.646972,85570,16.646728,94563,0.035165,0.026374,0.004637,548.794526144,606.470220588
16.676025,85729,16.675537,94739,0.033407,0.021978,0.039831,549.814256536,607.598978758
16.704101,85878,16.703857,94904,0.042198,0.021099,0.205741,550.769852941,608.657189542
16.732666,86026,16.732422,95066,0.065055,0.045714,0.456095,551.719035948,609.696160131
16.759765,86163,16.759521,95219,0.129231,0.108132,0.719713,552.597671569,610.677410131
16.786865,86305,16.786621,95376,0.296264,0.228571,0.920581,553.508374183,611.684313725
16.817138,86478,16.816894,95576,0.253187,0.255824,0.99984,554.617892157,612.966993464
16.845214,86652,16.844971,95767,0.158242,0.168791,0.933329,555.733823529,614.191952614
16.872802,86828,16.872558,95956,0.064176,0.076484,0.739374,556.862581699,615.404084967
16.900634,87002,16.900391,96145,0.044835,0.024615,0.474209,557.978513072,616.61621732
16.928466,87172,16.928223,96330,0.031648,0.031648,0.216015,559.06879085,617.802696078
16.958007,87349,16.957764,96522,0.031648,0.015824,0.041985,560.203962418,619.034068627
16.985107,87503,16.984863,96690,0.038681,0.024615,0.005097,561.191625817,620.111519608
17.012695,87654,17.012451,96857,0.036044,0.017582,0.117628,562.16004902,621.18255719
17.041259,87804,17.041016,97022,0.045714,0.036044,0.346618,563.122058824,622.240767974
17.068359,87943,17.068115,97172,0.088791,0.073846,0.623059,564.013521242,623.202777778
17.095459,88083,17.095215,97326,0.226813,0.196044,0.862402,564.911397059,624.190441176
17.125,88248,17.124756,97511,0.297143,0.277802,0.990393,565.969607843,625.376919935
17.154541,88427,17.154297,97711,0.207473,0.198681,0.96635,567.117606209,626.659599673
17.181396,88597,17.181152,97894,0.084396,0.076484,0.796546,568.207883987,627.833251634
17.208496,88768,17.208252,98078,0.044835,0.046593,0.53314,569.304575163,629.013316993
17.237548,88947,17.237305,98273,0.033407,0.014066,0.258595,570.452573529,630.263929739
17.266845,89123,17.266601,98465,0.033407,0.011429,0.060042,571.581331699,631.495302288
17.294433,89282,17.294189,98638,0.048352,0.029011,0.001534,572.601062092,632.604820261
17.321289,89429,17.321045,98802,0.036044,0.018462,0.102999,573.543831699,633.656617647
17.349121,89576,17.348877,98963,0.045714,0.022857,0.332958,574.486601307,634.689174837
17.376464,89718,17.375976,99119,0.080879,0.086154,0.617753,575.397303922,635.689665033
17.405517,89869,17.405273,99285,0.206593,0.198681,0.864806,576.365727124,636.754289216
17.433838,90028,17.433594,99460,0.294506,0.245275,0.992675,577.385457516,637.876633987
17.460937,90192,17.460693,99636,0.197802,0.197802,0.958174,578.437254902,639.005392157
17.490234,90378,17.48999,99836,0.087033,0.064176,0.771455,579.630147059,640.288071895
17.518066,90551,17.517578,100020,0.043077,0.04044,0.49364,580.739665033,641.468137255
17.548828,90740,17.548584,100224,0.035165,0.011429,0.217267,581.951797386,642.776470588
17.576904,90907,17.57666,100406,0.031648,0.015824,0.035642,583.022834967,643.94370915
17.604004,91061,17.60376,100574,0.041319,0.023736,0.011167,584.010498366,645.021160131
17.631103,91208,17.630859,100740,0.038681,0.015824,0.153447,584.953267974,646.085784314
17.658935,91355,17.658691,100902,0.049231,0.02989,0.414988,585.896037582,647.124754902
17.687988,91506,17.687744,101068,0.111648,0.094945,0.706503,586.864460784,648.189379085
17.71582,91653,17.715576,101229,0.274286,0.258462,0.927105,587.807230392,649.221936275
17.745361,91823,17.745117,101424,0.257582,0.250549,0.999293,588.89750817,650.47254902
17.772461,91992,17.772217,101606,0.153846,0.153846,0.896577,589.981372549,651.639787582
17.799316,92161,17.799072,101788,0.060659,0.049231,0.653791,591.065236928,652.807026144
17.829589,92349,17.829101,101992,0.032527,0.015824,0.355898,592.270955882,654.115359477
17.860351,92536,17.860107,102195,0.032527,0.011429,0.108635,593.470261438,655.417279412
17.887939,92696,17.887695,102370,0.042198,0.028132,0.001004,594.496405229,656.539624183
17.915771,92849,17.915527,102542,0.041319,0.025495,0.072877,595.477655229,657.642728758
17.943115,92995,17.942871,102703,0.043077,0.023736,0.299627,596.414011438,658.675285948
17.973632,93153,17.973389,102877,0.085275,0.053626,0.599891,597.427328431,659.79121732
18.000976,93296,18.000732,103033,0.21978,0.191648,0.864309,598.344444444,660.791707516
18.029052,93453,18.028808,103207,0.277802,0.270769,0.995272,599.351348039,661.907638889
18.05664,93621,18.056396,103389,0.183736,0.18989,0.943277,600.42879902,663.074877451
18.083984,93792,18.08374,103574,0.067692,0.062418,0.726245,601.525490196,664.261356209
18.114013,93979,18.113769,103775,0.038681,0.018462,0.424074,602.724795752,665.550449346
18.141357,94144,18.141113,103955,0.061538,0.017582,0.14973,603.783006536,666.704861111
18.170654,94317,18.17041,104143,0.042198,0.071209,0.007141,604.89252451,667.910580065
18.197998,94469,18.197754,104310,0.034286,0.022857,0.051517,605.867361111,668.981617647
18.225341,94616,18.225098,104471,0.045714,0.019341,0.267343,606.810130719,670.014174837
18.255615,94775,18.255615,104648,0.08,0.058901,0.573041,607.829861111,671.149346405
18.283691,94920,18.283203,104806,0.229451,0.181978,0.85126,608.759803922,672.162663399
18.311523,95075,18.311279,104976,0.281319,0.277802,0.993787,609.753880719,673.252941176
18.338623,95239,18.338379,105159,0.198681,0.184615,0.943963,610.805678105,674.426593137
18.366455,95415,18.366211,105348,0.087033,0.049231,0.719863,611.934436275,675.63872549
18.393798,95583,18.39331,105530,0.037802,0.018462,0.408533,613.011887255,676.805964052
18.423828,95766,18.423584,105728,0.030769,0.013187,0.132735,614.185539216,678.075816993
18.450927,95925,18.450683,105898,0.043956,0.034286,0.002654,615.205269608,679.166094771
18.479004,96081,18.47876,106074,0.061538,0.021978,0.071512,616.205759804,680.294852941
18.507324,96232,18.506836,106241,0.046593,0.028132,0.313088,617.174183007,681.365890523
18.534423,96376,18.53418,106394,0.094066,0.078242,0.630891,618.097712418,682.347140523
18.564453,96533,18.564209,106563,0.240879,0.229451,0.896165,619.104616013,683.431004902
18.592529,96693,18.592285,106735,0.26022,0.242637,0.999995,620.130759804,684.534109477
18.619873,96861,18.619629,106919,0.144176,0.154725,0.898465,621.208210784,685.714174837
18.647216,97033,18.646973,107104,0.073846,0.036923,0.631998,622.311315359,686.900653595
18.674804,97202,18.67456,107288,0.036044,0.014066,0.310074,623.395179739,688.080718954
18.704589,97382,18.704346,107482,0.030769,0.011429,0.066736,624.549591503,689.324918301
18.732421,97542,18.732178,107660,0.03956,0.027253,0.004736,625.575735294,690.466503268
18.760498,97696,18.760254,107837,0.046593,0.019341,0.151595,626.563398693,691.601674837
18.789062,97847,18.788574,108003,0.052747,0.075604,0.446576,627.531821895,692.66629902
18.817138,97994,18.816894,108165,0.157363,0.125714,0.765006,628.474591503,693.705269608
18.846435,98155,18.846191,108344,0.309451,0.250549,0.970583,629.507148693,694.853267974
18.875244,98325,18.875,108529,0.214505,0.213626,0.973905,630.597426471,696.039746732
18.903076,98500,18.902832,108717,0.088791,0.068571,0.772033,631.719771242,697.245465686
18.930175,98669,18.929932,108900,0.037802,0.047473,0.451309,632.803635621,698.419117647
18.957519,98836,18.957275,109081,0.032527,0.015824,0.151165,633.874673203,699.57994281
18.987793,99014,18.987549,109276,0.043956,0.029011,0.003732,635.01625817,700.830555556
19.015625,99170,19.015137,109444,0.036044,0.016703,0.075297,636.016748366,701.908006536
19.043212,99319,19.042724,109608,0.04044,0.022857,0.335682,636.972344771,702.959803922
19.070068,99462,19.069824,109765,0.104615,0.071209,0.670012,637.889460784,703.966707516
19.098144,99611,19.0979,109928,0.282198,0.224176,0.928791,638.84505719,705.012091503
19.127197,99781,19.126953,110117,0.24,0.223297,0.994741,639.935334967,706.224223856
19.155517,99955,19.155273,110305,0.116044,0.099341,0.836553,641.05126634,707.42994281
19.184326,100136,19.184082,110500,0.047473,0.025495,0.524669,642.212091503,708.680555556
19.211425,100302,19.211182,110680,0.032527,0.015824,0.200801,643.276715686,709.83496732
19.238525,100463,19.238281,110855,0.034286,0.030769,0.013932,644.309272876,710.957312092
19.269043,100635,19.268799,111043,0.035165,0.014945,0.051505,645.412377451,712.163031046
19.296875,100787,19.296631,111209,0.042198,0.025495,0.29768,646.387214052,713.227655229
19.324462,100932,19.324219,111369,0.084396,0.068571,0.638931,647.317156863,714.25379902
19.351562,101076,19.351074,111520,0.261099,0.241758,0.915681,648.240686275,715.222222222
19.378418,101232,19.378174,111691,0.259341,0.238242,0.996835,649.241176471,716.318913399
19.408691,101418,19.408447,111891,0.125714,0.094066,0.842487,650.434068627,717.601593137
19.435791,101587,19.435547,112074,0.047473,0.037802,0.524529,651.517933007,718.775245098
19.463623,101757,19.463379,112257,0.032527,0.015824,0.194131,652.608210784,719.948897059
19.492431,101927,19.492187,112442,0.038681,0.022857,0.010304,653.698488562,721.135375817
19.519775,102081,19.519287,112613,0.036044,0.021099,0.063058,654.686151961,722.232066993
19.546875,102229,19.546631,112775,0.03956,0.026374,0.328428,655.635334967,723.271037582
19.576171,102384,19.575928,112945,0.101099,0.071209,0.678224,656.629411765,724.361315359
19.604248,102536,19.604004,113111,0.293626,0.262857,0.941224,657.604248366,725.425939542
19.631347,102693,19.631103,113287,0.240879,0.192527,0.986983,658.611151961,726.554697712
19.658447,102862,19.658203,113469,0.086154,0.097582,0.791255,659.69501634,727.721936275
19.685546,103029,19.685303,113651,0.038681,0.036044,0.449911,660.766053922,728.889174837
19.715576,103211,19.715332,113847,0.033407,0.016703,0.132939,661.933292484,730.14620098
19.743408,103374,19.743164,114024,0.041319,0.029011,0.000105,662.978676471,731.281372549
19.770507,103523,19.770019,114190,0.037802,0.015824,0.11992,663.934272876,732.345996732
19.799072,103678,19.798828,114360,0.046593,0.03956,0.433239,664.928349673,733.43627451
19.827148,103825,19.826904,114522,0.151209,0.12044,0.781327,665.871119281,734.475245098
19.856933,103989,19.856689,114703,0.290989,0.283956,0.985692,666.922916667,735.636070261
19.887695,104174,19.887207,114908,0.167912,0.178462,0.939873,668.109395425,736.950816993
19.916015,104353,19.916016,115103,0.063297,0.056264,0.665879,669.257393791,738.201429739
19.943603,104523,19.943359,115284,0.03956,0.014945,0.304886,670.347671569,739.362254902
19.970459,104685,19.970215,115460,0.037802,0.011429,0.045304,671.386642157,740.491013072
20.000244,104856,20.0,115648,0.030769,0.027253,0.024424,672.483333333,741.696732026
20.028076,105010,20.028076,115819,0.03956,0.017582,0.254944,673.470996732,742.793423203
20.056152,105161,20.055908,115984,0.084396,0.050989,0.616132,674.439419935,743.851633987
20.083252,105307,20.083008,116144,0.265494,0.23033,0.916063,675.375776144,744.877777778
20.111084,105467,20.11084,116322,0.265494,0.234725,0.993408,676.401919935,746.019362745
20.14038,105649,20.140137,116517,0.101978,0.087033,0.804937,677.569158497,747.26997549
20.169189,105828,20.168945,116710,0.041319,0.021099,0.450909,678.717156863,748.507761438
20.197265,105997,20.197021,116894,0.032527,0.013187,0.122881,679.801021242,749.687826797
20.226074,106166,20.22583,117078,0.043956,0.021978,0.000436,680.884885621,750.867892157
20.254882,106326,20.254639,117259,0.034286,0.017582,0.152275,681.911029412,752.02871732
20.287109,106501,20.286865,117450,0.061538,0.043077,0.496429,683.033374183,753.253676471
20.315918,106654,20.315674,117619,0.184615,0.20044,0.843257,684.014624183,754.33754085
20.344482,106814,20.344238,117799,0.254066,0.275165,0.999415,685.040767974,755.491952614
20.371826,106981,20.371338,117982,0.145055,0.128352,0.876127,686.111805556,756.665604575
20.398681,107148,20.398437,118162,0.044835,0.032527,0.540888,687.182843137,757.82001634
20.429199,107334,20.428955,118364,0.034286,0.013187,0.181857,688.375735294,759.115522876
20.456543,107494,20.456055,118540,0.041319,0.026374,0.002894,689.401879085,760.244281046
20.484375,107651,20.484131,118713,0.033407,0.02022,0.107399,690.40878268,761.35379902
20.513427,107808,20.513183,118885,0.05978,0.029011,0.437333,691.415686275,762.456903595
20.540283,107952,20.540039,119044,0.157363,0.125714,0.804039,692.339215686,763.476633987
20.570068,108118,20.569824,119226,0.286593,0.234725,0.995389,693.403839869,764.643872549
20.597412,108284,20.597168,119406,0.162637,0.161758,0.898861,694.468464052,765.798284314
20.625976,108461,20.625488,119597,0.056264,0.035165,0.568959,695.603635621,767.023243464
20.653564,108629,20.653076,119779,0.032527,0.014066,0.197906,696.681086601,768.190482026
20.68042,108789,20.680176,119955,0.044835,0.031648,0.004415,697.707230392,769.319240196
20.707519,108942,20.707275,120121,0.042198,0.035165,0.104402,698.688480392,770.383864379
20.737304,109104,20.73706,120298,0.053626,0.037802,0.440254,699.72745098,771.519035948
20.765136,109253,20.764892,120462,0.16,0.131868,0.812516,700.683047386,772.570833333
20.79248,109406,20.792236,120631,0.26989,0.247033,0.997566,701.664297386,773.654697712
20.822021,109586,20.821777,120835,0.153846,0.123077,0.882362,702.81870915,774.963031046
20.849609,109757,20.849365,121020,0.044835,0.048352,0.534847,703.915400327,776.149509804
20.878906,109935,20.878662,121213,0.035165,0.02022,0.165416,705.056985294,777.387295752
20.907226,110102,20.906982,121395,0.045714,0.032527,0.00027,706.128022876,778.554534314
20.935546,110260,20.935303,121565,0.035165,0.025495,0.142408,707.141339869,779.644812092
20.96289,110408,20.962646,121727,0.062418,0.030769,0.505948,708.090522876,780.68378268
20.990234,110555,20.98999,121889,0.213626,0.16967,0.866481,709.033292484,781.722753268
21.020507,110728,21.020508,122084,0.285714,0.227692,0.998956,710.142810458,782.973366013
21.048584,110901,21.04834,122271,0.114286,0.122198,0.818813,711.252328431,784.172671569
21.076171,111070,21.075683,122454,0.043077,0.021099,0.437496,712.33619281,785.346323529
21.103027,111234,21.102783,122632,0.032527,0.013187,0.09502,713.387990196,786.487908497
21.130859,111396,21.130615,122808,0.03956,0.029011,0.009383,714.426960784,787.616666667
21.161621,111566,21.161377,122999,0.036044,0.017582,0.236948,715.517238562,788.841625817
21.189697,111718,21.189209,123165,0.078242,0.108132,0.633723,716.492075163,789.90625
21.216796,111867,21.216553,123329,0.317363,0.240879,0.945037,717.447671569,790.958047386
21.244384,112029,21.244141,123504,0.235604,0.210989,0.968739,718.486642157,792.080392157
21.271484,112196,21.27124,123685,0.068571,0.067692,0.687557,719.557679739,793.24121732
21.301025,112376,21.300781,123880,0.037802,0.019341,0.283289,720.712091503,794.491830065
21.330566,112552,21.330322,124071,0.02989,0.016703,0.020548,721.840849673,795.716789216
21.357421,112704,21.357178,124240,0.033407,0.015824,0.07352,722.815686275,796.800653595
21.384765,112854,21.384521,124403,0.048352,0.036044,0.409129,723.777696078,797.846037582
21.411865,112999,21.411621,124563,0.157363,0.146813,0.805824,724.707638889,798.872181373
21.441406,113166,21.441162,124744,0.278681,0.266374,0.998785,725.778676471,800.033006536
21.46875,113333,21.468506,124926,0.132747,0.116923,0.857126,726.849714052,801.200245098
21.497558,113510,21.497314,125118,0.042198,0.029011,0.474289,727.984885621,802.431617647
21.524658,113675,21.524414,125296,0.030769,0.016703,0.108187,729.043096405,803.573202614
21.552246,113836,21.552002,125471,0.038681,0.029011,0.008147,730.075653595,804.695547386
21.582031,114002,21.581787,125650,0.041319,0.023736,0.244259,731.140277778,805.843545752
21.60913,114150,21.608887,125811,0.081758,0.05978,0.656458,732.089460784,806.876102941
21.637451,114305,21.637207,125974,0.27956,0.257582,0.961437,733.083537582,807.921486928
21.664795,114466,21.664551,126149,0.225055,0.218022,0.947145,734.116094771,809.043831699
21.69165,114633,21.691406,126328,0.063297,0.033407,0.62153,735.187132353,810.191830065
21.720947,114811,21.720703,126521,0.035165,0.010549,0.210352,736.32871732,811.429616013
21.748779,114975,21.748535,126701,0.043956,0.025495,0.001912,737.380514706,812.584027778
21.776367,115131,21.776123,126870,0.037802,0.018462,0.144548,738.381004902,813.667892157
21.803955,115281,21.803711,127034,0.065934,0.037802,0.539353,739.343014706,814.719689542
21.832763,115438,21.832519,127205,0.231209,0.194286,0.906832,740.349918301,815.816380719
21.862548,115610,21.862305,127394,0.273407,0.232967,0.984041,741.453022876,817.028513072
21.892822,115798,21.892578,127597,0.072967,0.052747,0.713728,742.65874183,818.330433007
21.921386,115973,21.921142,127787,0.044835,0.021099,0.288759,743.781086601,819.548978758
21.949218,116140,21.948974,127969,0.031648,0.021978,0.016128,744.852124183,820.71621732
21.976318,116294,21.976074,128132,0.034286,0.015824,0.095205,745.839787582,821.761601307
22.003662,116445,22.003418,128297,0.047473,0.036923,0.470342,746.808210784,822.819812092
22.033203,116604,22.032715,128472,0.202198,0.167033,0.867897,747.827941176,823.942156863
22.061279,116766,22.061035,128651,0.261978,0.237363,0.994802,748.866911765,825.090155229
22.088379,116931,22.087891,128829,0.094945,0.087912,0.755395,749.925122549,826.231740196
22.115478,117098,22.115234,129010,0.04044,0.018462,0.325565,750.996160131,827.392565359
22.142334,117259,22.14209,129184,0.030769,0.010549,0.025361,752.02871732,828.508496732
22.173584,117436,22.17334,129383,0.034286,0.014066,0.080894,753.163888889,829.784763072
22.201171,117587,22.200928,129548,0.055385,0.02989,0.452457,754.132312092,830.842973856
22.228271,117734,22.228027,129709,0.196044,0.172308,0.860639,755.075081699,831.875531046
22.256103,117892,22.255859,129882,0.267253,0.266374,0.995258,756.088398693,832.98504902
22.282959,118056,22.282715,130062,0.102857,0.078242,0.751848,757.140196078,834.139460784
22.312255,118234,22.312012,130254,0.036923,0.015824,0.314848,758.281781046,835.370833333
22.341552,118409,22.341308,130443,0.030769,0.013187,0.019768,759.404125817,836.582965686
22.369629,118569,22.369385,130618,0.037802,0.024615,0.095783,760.430269608,837.705310458
22.396728,118717,22.396484,130780,0.048352,0.060659,0.486041,761.379452614,838.744281046
22.424072,118865,22.423828,130943,0.221538,0.201319,0.887833,762.328635621,839.789665033
22.453857,119036,22.453613,131132,0.257582,0.240879,0.986281,763.425326797,841.001797386
22.482177,119210,22.481689,131321,0.091429,0.061538,0.702078,764.54125817,842.213929739
22.510254,119382,22.51001,131508,0.034286,0.017582,0.257648,765.644362745,843.413235294
22.537353,119543,22.537109,131685,0.04044,0.025495,0.004931,766.676919935,844.548406863
22.565185,119700,22.564941,131857,0.034286,0.018462,0.146589,767.683823529,845.651511438
22.594726,119863,22.594482,132035,0.063297,0.048352,0.571504,768.729207516,846.793096405
22.622314,120014,22.62207,132200,0.254945,0.282198,0.93959,769.697630719,847.85130719
22.65039,120179,22.650146,132380,0.229451,0.191648,0.953197,770.755841503,849.005718954
22.678466,120351,22.678223,132568,0.051868,0.049231,0.599204,771.858946078,850.211437908
22.705566,120515,22.705322,132746,0.034286,0.014066,0.163834,772.910743464,851.353022876
22.735351,120691,22.735107,132937,0.064176,0.025495,0.002796,774.039501634,852.577982026
22.763427,120848,22.763183,133114,0.049231,0.017582,0.25,775.046405229,853.713153595
22.791259,120998,22.791016,133278,0.098462,0.133626,0.703862,776.008415033,854.76495098
22.818603,121149,22.818359,133448,0.281319,0.262857,0.989519,776.976838235,855.855228758
22.847412,121322,22.847168,133642,0.182857,0.140659,0.868299,778.086356209,857.099428105
22.877197,121504,22.876953,133838,0.067692,0.034286,0.439138,779.253594771,858.356454248
22.905273,121672,22.904785,134020,0.032527,0.014945,0.060383,780.331045752,859.52369281
22.933593,121835,22.93335,134198,0.032527,0.017582,0.051498,781.376429739,860.665277778
22.960693,121986,22.960449,134362,0.072967,0.029011,0.422134,782.344852941,861.717075163
22.988769,122137,22.988525,134528,0.223297,0.174066,0.859507,783.313276144,862.781699346
23.017822,122305,23.017578,134719,0.26022,0.245275,0.990762,784.390727124,864.006658497
23.045166,122472,23.044922,134900,0.081758,0.05978,0.701667,785.461764706,865.16748366
23.07373,122646,23.073486,135088,0.033407,0.019341,0.238593,786.577696078,866.373202614
23.101074,122809,23.10083,135264,0.036923,0.054505,0.000706,787.623080065,867.501960784
23.128418,122963,23.128174,135432,0.03956,0.021099,0.195713,788.610743464,868.579411765
23.155761,123112,23.155273,135595,0.088791,0.115165,0.656153,789.566339869,869.624795752
23.186767,123285,23.186523,135784,0.304176,0.263736,0.980652,790.675857843,870.836928105
23.215088,123454,23.214844,135971,0.147692,0.152967,0.883327,791.759722222,872.03623366
23.242431,123623,23.242187,136152,0.04044,0.022857,0.447662,792.843586601,873.197058824
23.269531,123786,23.269287,136330,0.032527,0.02989,0.057718,793.888970588,874.338643791
23.297363,123946,23.296875,136513,0.033407,0.014066,0.060649,794.915114379,875.512295752
23.326904,124111,23.32666,136693,0.07033,0.033407,0.456042,795.973325163,876.666707516
23.35498,124264,23.354736,136861,0.236484,0.206593,0.891443,796.954575163,877.744158497
23.384277,124434,23.384033,137048,0.252308,0.221538,0.974926,798.044852941,878.943464052
23.411377,124602,23.411133,137228,0.065934,0.048352,0.629025,799.122303922,880.097875817
23.43872,124767,23.438476,137407,0.032527,0.028132,0.165458,800.180514706,881.245874183
23.468505,124942,23.468017,137596,0.044835,0.028132,0.006258,801.302859477,882.458006536
23.498046,125108,23.497803,137779,0.03956,0.026374,0.298871,802.36748366,883.631658497
23.52539,125257,23.525146,137942,0.148571,0.10022,0.7768,803.323080065,884.677042484
23.55249,125410,23.552246,138115,0.273407,0.26989,0.999912,804.304330065,885.786560458
23.580078,125578,23.579834,138296,0.097582,0.092308,0.760016,805.381781046,886.947385621
23.609375,125756,23.609131,138489,0.036044,0.021978,0.277811,806.523366013,888.185171569
23.637207,125921,23.636963,138667,0.04044,0.026374,0.002533,807.581576797,889.326756536
23.664306,126074,23.664062,138831,0.03956,0.021099,0.19358,808.562826797,890.378553922
23.691894,126225,23.69165,138995,0.096703,0.104615,0.673536,809.53125,891.430351307
23.71875,126375,23.718506,139160,0.298901,0.277802,0.990033,810.493259804,892.488562092
23.748291,126553,23.748047,139353,0.155604,0.134505,0.841623,811.634844771,893.726348039
23.775879,126722,23.775879,139537,0.043077,0.021978,0.367282,812.71870915,894.906413399
23.803711,126887,23.803467,139718,0.032527,0.013187,0.019338,813.776919935,896.067238562
23.831543,127047,23.831299,139892,0.033407,0.017582,0.132911,814.803063725,897.183169935
23.858886,127198,23.858642,140057,0.060659,0.047473,0.600891,815.771486928,898.241380719
23.889892,127370,23.889648,140246,0.309451,0.242637,0.971756,816.874591503,899.453513072
23.921386,127559,23.921142,140457,0.163516,0.177582,0.884205,818.086723856,900.806740196
23.94873,127729,23.948486,140640,0.044835,0.019341,0.421286,819.177001634,901.980392157
23.97583,127891,23.975342,140816,0.030769,0.029011,0.03493,820.215972222,903.109150327
24.003418,128052,24.003174,140993,0.036044,0.015824,0.10592,821.248529412,904.244321895
24.033447,128219,24.033203,141176,0.058022,0.035165,0.566528,822.319566993,905.417973856
24.060791,128371,24.060303,141341,0.271648,0.257582,0.961729,823.294403595,906.476184641
24.088134,128535,24.087891,141521,0.178462,0.155604,0.897427,824.34620098,907.630596405
24.115966,128706,24.115723,141706,0.046593,0.021099,0.435505,825.442892157,908.817075163
24.143066,128869,24.142822,141882,0.032527,0.012308,0.037744,826.488276144,909.945833333
24.173584,129044,24.173096,142069,0.032527,0.021978,0.105512,827.610620915,911.145138889
24.201416,129198,24.200928,142237,0.057143,0.07033,0.572668,828.598284314,912.222589869
24.229248,129352,24.22876,142405,0.290989,0.298901,0.966587,829.585947712,913.30004085
24.256347,129514,24.256103,142587,0.185495,0.162637,0.885006,830.624918301,914.467279412
24.283447,129680,24.283203,142766,0.044835,0.014945,0.408993,831.689542484,915.615277778
24.311279,129845,24.311035,142945,0.030769,0.00967,0.025946,832.747753268,916.763276144
24.340332,130013,24.340088,143129,0.033407,0.025495,0.13176,833.825204248,917.943341503
24.36792,130164,24.367676,143294,0.081758,0.054505,0.619321,834.793627451,919.001552288
24.395996,130320,24.395996,143468,0.294506,0.26989,0.983362,835.794117647,920.11748366
24.423828,130487,24.423584,143653,0.146813,0.140659,0.843025,836.865155229,921.303962418
24.450927,130652,24.450683,143831,0.036923,0.016703,0.342848,837.923366013,922.445547386
24.480957,130831,24.480713,144024,0.044835,0.029011,0.007462,839.071364379,923.683333333
24.510742,130999,24.510498,144211,0.036923,0.014945,0.192114,840.148815359,924.882638889
24.538086,131149,24.537598,144374,0.087033,0.08,0.703595,841.110825163,925.928022876
24.565185,131300,24.564697,144539,0.283956,0.270769,0.9989,842.079248366,926.98623366
24.592041,131463,24.591797,144715,0.098462,0.08,0.761234,843.124632353,928.11499183
24.621826,131643,24.621582,144909,0.038681,0.016703,0.242934,844.279044118,929.359191176
24.649902,131808,24.649658,145088,0.043077,0.025495,0.000938,845.337254902,930.507189542
24.677246,131962,24.677002,145255,0.041319,0.026374,0.298359,846.324918301,931.578227124
24.705078,132113,24.704834,145422,0.152967,0.107253,0.815041,847.293341503,932.649264706
24.732421,132269,24.732178,145595,0.268132,0.232967,0.989018,848.293831699,933.75878268
24.761718,132448,24.76123,145787,0.079121,0.044835,0.628235,849.441830065,934.990155229
24.78955,132616,24.789307,145968,0.036044,0.015824,0.126201,850.519281046,936.150980392
24.817627,132779,24.817383,146146,0.033407,0.014066,0.035632,851.564665033,937.292565359
24.845947,132937,24.845703,146317,0.057143,0.035165,0.458811,852.577982026,938.389256536
24.873046,133086,24.872803,146481,0.269011,0.209231,0.928239,853.533578431,939.441053922
24.903808,133266,24.90332,146676,0.201319,0.174945,0.920721,854.687990196,940.691666667
24.932617,133444,24.932373,146867,0.042198,0.023736,0.442299,855.829575163,941.916625817
24.959961,133607,24.959717,147043,0.030769,0.016703,0.028151,856.87495915,943.045383987
24.98706,133764,24.986816,147213,0.033407,0.015824,0.145664,857.881862745,944.135661765
25.014892,133918,25.014648,147381,0.094066,0.068571,0.664433,858.869526144,945.213112745
25.04541,134091,25.045166,147573,0.298022,0.243516,0.996945,859.979044118,946.444485294
25.072754,134258,25.07251,147759,0.098462,0.085275,0.763014,861.050081699,947.637377451
25.100341,134425,25.100098,147939,0.038681,0.015824,0.227693,862.121119281,948.791789216
25.128418,134591,25.128174,148119,0.053626,0.023736,0.00471,863.185743464,949.94620098
25.156005,134746,25.155517,148290,0.047473,0.022857,0.352811,864.179820261,951.042892157
25.186523,134916,25.186279,148476,0.192527,0.167033,0.871723,865.270098039,952.235784314
25.214111,135076,25.213623,148651,0.235604,0.231209,0.959192,866.29624183,953.358129085
25.243164,135254,25.24292,148843,0.051868,0.030769,0.511089,867.437826797,954.589501634
25.270507,135418,25.270264,149021,0.032527,0.014945,0.049511,868.489624183,955.731086601
25.297851,135577,25.297607,149193,0.036923,0.017582,0.116877,869.509354575,956.834191176
25.327636,135742,25.327392,149374,0.065934,0.056264,0.636265,870.567565359,957.99501634
25.354736,135894,25.354492,149540,0.276044,0.265494,0.99487,871.542401961,959.059640523
25.382812,136063,25.382568,149731,0.097582,0.095824,0.765742,872.62626634,960.284599673
25.411132,136234,25.410889,149916,0.035165,0.017582,0.219384,873.722957516,961.471078431
25.439209,136400,25.438965,150096,0.049231,0.03956,0.008414,874.787581699,962.625490196
25.469238,136569,25.468994,150284,0.058901,0.028132,0.387946,875.871446078,963.83120915
25.497802,136725,25.497558,150454,0.255824,0.221538,0.903025,876.871936275,964.921486928
25.525879,136889,25.525391,150635,0.258462,0.189011,0.930759,877.92373366,966.082312092
