T1,E1,T2,E2,C1,C2,V,Th1,Th2
0.0,0,0.0,0,0.204835,0.377143,1.0,0.0,0.0
0.0278320000002,47,0.0275879999999,48,0.98989,1.040879,0.998459,0.301429738562,0.307843137255
0.0605460000002,183,0.0603030000002,211,0.501099,0.48,0.993844,1.17365196078,1.35322712418
0.0881340000001,329,0.0876459999999,370,0.34022,0.286593,0.986184,2.11000816993,2.37295751634
0.116455,498,0.116211,549,0.216264,0.225055,0.975524,3.19387254902,3.52095588235
0.144775,675,0.144531,738,0.166154,0.176703,0.961929,4.32904411765,4.73308823529
0.175048,870,0.174805,947,0.13011,0.122198,0.945481,5.57965686275,6.07348856209
0.202148,1047,0.20166,1137,0.115165,0.095824,0.92628,6.71482843137,7.29203431373
0.229248,1226,0.229492,1333,0.109011,0.077363,0.904441,7.86282679739,8.54906045752
0.257324,1410,0.25708,1530,0.096703,0.081758,0.880096,9.04289215686,9.8125
0.284423,1588,0.28418,1724,0.085275,0.073846,0.853394,10.1844771242,11.0566993464
0.314453,1783,0.314209,1936,0.077363,0.067692,0.824496,11.4350898693,12.4163398693
0.343017,1966,0.342529,2138,0.068571,0.073846,0.793578,12.6087418301,13.7118464052
0.370117,2139,0.369873,2328,0.078242,0.043956,0.760828,13.7182598039,14.9303921569
0.397461,2311,0.397217,2517,0.068571,0.044835,0.726445,14.8213643791,16.1425245098
0.424804,2480,0.424316,2703,0.064176,0.03956,0.69064,15.9052287582,17.3354166667
0.456543,2672,0.456055,2916,0.065055,0.03956,0.653632,17.1366013072,18.7014705882
0.483886,2835,0.483642,3098,0.072088,0.036923,0.615648,18.1819852941,19.8687091503
0.510986,2993,0.510742,3274,0.061538,0.052747,0.576921,19.1953022876,20.9974673203
0.538818,3154,0.538574,3452,0.062418,0.038681,0.537691,20.2278594771,22.1390522876
0.566406,3308,0.566162,3624,0.050989,0.026374,0.4982,21.2155228758,23.2421568627
0.596923,3474,0.59668,3811,0.057143,0.050989,0.458694,22.2801470588,24.4414624183
0.624023,3618,0.623779,3973,0.055385,0.027253,0.419418,23.2036764706,25.4804330065
0.651611,3762,0.651367,4134,0.062418,0.023736,0.380617,24.1272058824,26.5129901961
0.679199,3903,0.678955,4292,0.047473,0.031648,0.342537,25.031495098,27.5263071895
0.706298,4036,0.706055,4443,0.044835,0.023736,0.305415,25.8844771242,28.4947303922
0.735595,4178,0.735351,4604,0.052747,0.029011,0.269489,26.7951797386,29.5272875817
0.763427,4308,0.763183,4751,0.047473,0.026374,0.234985,27.6289215686,30.4700571895
0.791504,4435,0.791016,4896,0.053626,0.026374,0.202126,28.4434232026,31.4
0.818603,4556,0.818115,5034,0.053626,0.025495,0.171123,29.2194444444,32.2850490196
0.847168,4679,0.846924,5176,0.056264,0.076484,0.142177,30.0082924837,33.195751634
0.877441,4804,0.876953,5319,0.046593,0.026374,0.115478,30.8099673203,34.1128676471
0.905029,4916,0.904541,5447,0.044835,0.026374,0.091202,31.5282679739,34.9337826797
0.932129,5024,0.931885,5571,0.046593,0.02989,0.069511,32.2209150327,35.7290441176
0.959961,5129,0.959717,5693,0.050989,0.023736,0.050552,32.8943218954,36.5114787582
0.98706,5230,0.986816,5809,0.043956,0.028132,0.034455,33.5420751634,37.2554330065
1.016601,5336,1.016357,5918,0.04044,0.014945,0.021333,34.2218954248,37.9544934641
1.043945,5428,1.043701,6026,0.029011,0.007033,0.011281,34.8119281046,38.6471405229
1.071777,5516,1.071289,6130,0.029011,0.00967,0.004375,35.3763071895,39.3141339869
1.098632,5596,1.098389,6224,0.029011,0.012308,0.000672,35.889379085,39.9169934641
1.125732,5671,1.125488,6313,0.02989,0.007912,0.000207,36.3703839869,40.4877859477
1.156738,5750,1.156494,6407,0.030769,0.021978,0.002997,36.8770424837,41.0906454248
1.183838,5813,1.183594,6483,0.032527,0.011429,0.009037,37.2810866013,41.5780637255
1.210937,5873,1.210693,6555,0.030769,0.014066,0.018301,37.6658905229,42.0398284314
1.238281,5929,1.237793,6597,0.061538,0.032527,0.030742,38.0250408497,42.3091911765
1.266113,5984,1.265869,6663,0.058022,0.044835,0.046292,38.3777777778,42.7324754902
1.293212,6037,1.292969,6727,0.061538,0.05011,0.064863,38.7176879085,43.1429330065
1.322754,6093,1.32251,6795,0.063297,0.036044,0.086345,39.0768382353,43.5790441176
1.350586,6146,1.350342,6858,0.063297,0.065055,0.110611,39.416748366,43.9830882353
1.378662,6199,1.378418,6920,0.065055,0.03956,0.137512,39.7566584967,44.3807189542
1.405761,6249,1.405517,6980,0.065934,0.034286,0.166881,40.0773284314,44.7655228758
1.432861,6300,1.432617,7038,0.111648,0.049231,0.198535,40.4044117647,45.1375
1.464355,6359,1.464111,7107,0.07033,0.042198,0.232271,40.7828022876,45.5800245098
1.491455,6411,1.491211,7165,0.072967,0.074725,0.267874,41.1162990196,45.952001634
1.518554,6464,1.51831,7224,0.075604,0.053626,0.305113,41.4562091503,46.3303921569
1.54541,6518,1.544922,7283,0.073846,0.078242,0.343744,41.8025326797,46.7087826797
1.572998,6576,1.572754,7346,0.083516,0.072967,0.383512,42.1745098039,47.1128267974
1.603027,6642,1.602783,7416,0.086154,0.057143,0.42415,42.5977941176,47.5617647059
1.630127,6705,1.629883,7483,0.097582,0.091429,0.465385,43.0018382353,47.9914624183
1.65747,6773,1.657226,7554,0.107253,0.08,0.506937,43.4379493464,48.4468137255
1.685302,6847,1.685058,7631,0.126593,0.086154,0.54852,43.9125408497,48.9406454248
1.712402,6926,1.712158,7707,0.128352,0.123956,0.589846,44.4191993464,49.4280637255
1.746093,7032,1.745605,7816,0.152088,0.123077,0.630626,45.0990196078,50.127124183
1.773681,7129,1.773437,7917,0.182857,0.151209,0.670572,45.721119281,50.774877451
1.803955,7245,1.803711,8033,0.167912,0.16,0.709396,46.4650735294,51.5188316993
1.831298,7358,1.831055,8157,0.18022,0.181978,0.746821,47.1897875817,52.3140931373
1.859619,7486,1.859131,8290,0.191648,0.195165,0.78257,48.0107026144,53.1670751634
1.890136,7636,1.889648,8446,0.203077,0.225055,0.81638,48.9727124183,54.1675653595
1.917968,7784,1.917724,8603,0.217143,0.203077,0.847997,49.9218954248,55.1744689542
1.945068,7936,1.944824,8763,0.222418,0.203077,0.877179,50.8967320261,56.2006127451
1.9729,8098,1.972656,8935,0.198681,0.20044,0.903701,51.9357026144,57.3037173203
2.000488,8267,2.000244,9114,0.174066,0.160879,0.927354,53.0195669935,58.4517156863
2.030273,8454,2.030029,9314,0.15033,0.182857,0.947944,54.218872549,59.7343954248
2.057617,8631,2.057373,9504,0.143297,0.123077,0.965303,55.3540441176,60.9529411765
2.085205,8811,2.084961,9699,0.146813,0.109011,0.979279,56.5084558824,62.2035539216
2.113525,8999,2.113037,9902,0.12044,0.125714,0.989746,57.7141748366,63.5054738562
2.140869,9183,2.140625,10102,0.10022,0.105495,0.996603,58.8942401961,64.7881535948
2.170898,9385,2.170654,10321,0.140659,0.085275,0.999772,60.189746732,66.1926879085
2.198242,9570,2.197998,10523,0.111648,0.072967,0.999203,61.3762254902,67.4881944444
2.225341,9755,2.225098,10724,0.108132,0.087912,0.994874,62.5627042484,68.7772875817
2.252685,9941,2.252441,10927,0.094945,0.091429,0.986789,63.7555964052,70.0792075163
2.280029,10128,2.279785,11131,0.094066,0.076484,0.974983,64.9549019608,71.3875408497
2.334716,10500,2.334473,11537,0.107253,0.098462,0.959516,67.3406862745,73.991380719
2.362548,10686,2.362305,11743,0.091429,0.083516,0.940481,68.5335784314,75.3125408497
2.391357,10881,2.391113,11956,0.087912,0.068571,0.917996,69.7841911765,76.6785947712
2.418701,11064,2.418457,12157,0.114286,0.097582,0.89221,70.9578431373,77.9676879085
2.446777,11250,2.446533,12362,0.086154,0.056264,0.863297,72.1507352941,79.2824346405
2.473877,11430,2.473633,12559,0.075604,0.081758,0.83146,73.3051470588,80.545874183
2.504394,11628,2.50415,12776,0.068571,0.04044,0.796926,74.575,81.9375816993
2.53247,11808,2.532226,12975,0.069451,0.052747,0.759946,75.7294117647,83.2138480392
2.55957,11979,2.559326,13165,0.087033,0.057143,0.720796,76.8261029412,84.4323937908
2.587402,12152,2.587158,13356,0.072088,0.065934,0.67977,77.935620915,85.6573529412
2.614746,12321,2.614502,13542,0.065055,0.035165,0.637185,79.0194852941,86.850245098
2.644531,12498,2.644287,13739,0.061538,0.036923,0.593371,80.1546568627,88.1136846405
2.672363,12660,2.672119,13920,0.058022,0.025495,0.548674,81.193627451,89.2745098039
2.701171,12826,2.700928,14105,0.058022,0.029011,0.503454,82.258251634,90.4609885621
2.729004,12980,2.72876,14277,0.049231,0.027253,0.458078,83.2459150327,91.5640931373
2.756103,13128,2.755859,14443,0.052747,0.030769,0.412919,84.1950980392,92.6287173203
2.786865,13291,2.786621,14625,0.050989,0.042198,0.368357,85.2404820261,93.7959558824
2.815185,13436,2.814941,14790,0.043956,0.027253,0.324769,86.1704248366,94.8541666667
2.842529,13574,2.842285,14945,0.044835,0.019341,0.282532,87.0554738562,95.8482434641
2.869873,13707,2.869629,15095,0.046593,0.018462,0.242014,87.9084558824,96.810253268
2.899414,13846,2.89917,15253,0.043956,0.026374,0.203577,88.7999183007,97.8235702614
2.929199,13983,2.928955,15408,0.044835,0.027253,0.167568,89.6785539216,98.8176470588
2.957031,14108,2.956787,15550,0.04044,0.021978,0.134321,90.4802287582,99.7283496732
2.984375,14226,2.984131,15685,0.043956,0.019341,0.104148,91.2370098039,100.594158497
3.011962,14342,3.011719,15819,0.043956,0.02989,0.077342,91.9809640523,101.453553922
3.039062,14453,3.038818,15945,0.052747,0.021978,0.054168,92.6928513072,102.261642157
3.068359,14567,3.068115,16078,0.048352,0.022857,0.034865,93.4239787582,103.114624183
3.097412,14678,3.097168,16196,0.035165,0.018462,0.019641,94.1358660131,103.871405229
3.125488,14780,3.125244,16313,0.025495,0.013187,0.00867,94.7900326797,104.621772876
3.152832,14873,3.152588,16421,0.029011,0.008791,0.00209,95.3864787582,105.314419935
3.179443,14957,3.179199,16519,0.029011,0.012308,4e-06,95.9252042484,105.942933007
3.210205,15047,3.209961,16626,0.028132,0.011429,0.002472,96.5024101307,106.629166667
3.238281,15123,3.237793,16717,0.030769,0.008791,0.009516,96.9898284314,107.212785948
3.26538,15191,3.265137,16798,0.042198,0.014945,0.021114,97.4259395425,107.732271242
3.292724,15256,3.29248,16866,0.062418,0.058901,0.037203,97.8428104575,108.168382353
3.320312,15320,3.320068,16942,0.083516,0.036923,0.057675,98.2532679739,108.655800654
3.349365,15386,3.349121,17020,0.064176,0.038681,0.082381,98.6765522876,109.156045752
3.37622,15446,3.375976,17091,0.065934,0.052747,0.111128,99.0613562092,109.611397059
3.405273,15510,3.405029,17161,0.093187,0.036044,0.143681,99.4718137255,110.060334967
3.432373,15568,3.432129,17229,0.067692,0.04044,0.179765,99.8437908497,110.496446078
3.460449,15630,3.460205,17299,0.067692,0.046593,0.219065,100.241421569,110.945383987
3.48999,15694,3.489746,17369,0.072088,0.049231,0.261233,100.651879085,111.394321895
3.518066,15756,3.517578,17438,0.075604,0.048352,0.305881,101.049509804,111.836846405
3.545898,15819,3.545654,17509,0.075604,0.066813,0.352596,101.453553922,112.292197712
3.572998,15883,3.572754,17578,0.083516,0.069451,0.400933,101.864011438,112.734722222
3.599853,15948,3.599609,17649,0.097582,0.068571,0.450426,102.280882353,113.190073529
3.629638,16024,3.629394,17731,0.103736,0.078242,0.500586,102.768300654,113.715972222
3.656494,16097,3.65625,17808,0.122198,0.103736,0.550913,103.236478758,114.209803922
3.684082,16178,3.683838,17893,0.140659,0.10989,0.600893,103.755964052,114.75494281
3.711425,16266,3.711182,17984,0.173187,0.151209,0.650008,104.320343137,115.338562092
3.739013,16363,3.738769,18083,0.195165,0.167033,0.697741,104.94244281,115.973488562
3.769043,16480,3.768555,18204,0.203077,0.20044,0.743579,105.692810458,116.749509804
3.799316,16613,3.799072,18340,0.242637,0.206593,0.78702,106.545792484,117.621732026
3.82788,16749,3.827392,18483,0.218022,0.189011,0.827578,107.418014706,118.538848039
3.85498,16892,3.854736,18633,0.227692,0.238242,0.864792,108.335130719,119.500857843
3.88208,17042,3.881836,18793,0.217143,0.212747,0.898226,109.297140523,120.527001634
3.911132,17213,3.910889,18975,0.195165,0.217143,0.927478,110.393831699,121.694240196
3.943847,17416,3.943603,19190,0.183736,0.160879,0.952185,111.695751634,123.073120915
3.971679,17593,3.971435,19381,0.167912,0.124835,0.972027,112.830923203,124.298080065
3.998779,17771,3.998535,19572,0.141538,0.114286,0.986731,113.97250817,125.523039216
4.026611,17956,4.026367,19771,0.122198,0.126593,0.996078,115.158986928,126.799305556
4.05542,18150,4.055176,19982,0.112527,0.104615,0.999906,116.403186275,128.15253268
4.085693,18354,4.085449,20202,0.110769,0.106374,0.998111,117.711519608,129.563480392
4.113525,18542,4.113281,20408,0.087912,0.099341,0.990651,118.917238562,130.884640523
4.142334,18738,4.14209,20621,0.101978,0.065934,0.977549,120.174264706,132.250694444
4.169433,18923,4.169189,20822,0.101978,0.075604,0.958896,121.360743464,133.539787582
4.196533,19107,4.196289,21024,0.093187,0.101099,0.934845,122.540808824,134.835294118
4.22705,19311,4.226562,21248,0.079121,0.071209,0.905618,123.849142157,136.271895425
4.254638,19497,4.254394,21451,0.087912,0.069451,0.871504,125.042034314,137.573815359
4.281982,19678,4.281738,21650,0.063297,0.060659,0.832852,126.202859477,138.850081699
4.309326,19857,4.309082,21847,0.07033,0.062418,0.790076,127.350857843,140.113521242
4.337158,20036,4.336914,22046,0.065055,0.045714,0.743644,128.498856209,141.389787582
4.366699,20223,4.366211,22250,0.056264,0.033407,0.69408,129.698161765,142.698120915
4.394531,20397,4.394287,22443,0.049231,0.033407,0.641956,130.814093137,143.935906863
4.422607,20568,4.422363,22633,0.056264,0.034286,0.587887,131.910784314,145.154452614
4.451171,20737,4.450928,22821,0.055385,0.019341,0.532521,132.994648693,146.360171569
4.478515,20895,4.478271,22997,0.044835,0.026374,0.47654,134.007965686,147.488929739
4.508056,21062,4.507812,23183,0.044835,0.025495,0.420642,135.079003268,148.681821895
4.535888,21215,4.535644,23354,0.043077,0.028132,0.36554,136.060253268,149.778513072
4.564209,21366,4.563965,23524,0.042198,0.018462,0.311949,137.028676471,150.86879085
4.591552,21507,4.591064,23683,0.04044,0.02022,0.26058,137.932965686,151.888521242
4.618408,21644,4.618408,23837,0.042198,0.019341,0.212126,138.811601307,152.876184641
4.649414,21795,4.64917,24008,0.042198,0.021978,0.167257,139.78002451,153.972875817
4.676757,21924,4.676514,24154,0.041319,0.019341,0.126608,140.607352941,154.909232026
4.704834,22053,4.70459,24302,0.050989,0.021099,0.090769,141.434681373,155.858415033
4.732177,22174,4.731689,24440,0.038681,0.023736,0.060279,142.210702614,156.743464052
4.760986,22298,4.760498,24583,0.03956,0.021978,0.035611,143.005964052,157.660580065
4.791015,22423,4.790771,24743,0.027253,0.010549,0.01717,143.807638889,158.686723856
4.818603,22531,4.818359,24869,0.027253,0.013187,0.005283,144.500285948,159.494812092
4.847656,22638,4.847412,24993,0.028132,0.007912,0.000192,145.186519608,160.290073529
4.874267,22730,4.874267,25100,0.03956,0.013187,0.002047,145.776552288,160.97630719
4.902343,22819,4.901855,25205,0.028132,0.011429,0.010904,146.347344771,161.649714052
4.93042,22903,4.930176,25297,0.053626,0.026374,0.026721,146.886070261,162.239746732
4.960693,22990,4.960449,25400,0.062418,0.028132,0.049353,147.444035948,162.900326797
4.988525,23068,4.988281,25492,0.106374,0.036044,0.078556,147.944281046,163.490359477
5.015625,23141,5.015381,25579,0.061538,0.04044,0.113983,148.41245915,164.048325163
5.044189,23217,5.043945,25664,0.067692,0.04044,0.155189,148.899877451,164.593464052
5.071533,23288,5.071045,25744,0.069451,0.042198,0.201637,149.355228758,165.106535948
5.101074,23365,5.10083,25833,0.074725,0.043077,0.252697,149.849060458,165.677328431
5.129638,23439,5.129394,25919,0.071209,0.060659,0.30766,150.323651961,166.228880719
5.15747,23512,5.157226,26001,0.075604,0.053626,0.365742,150.791830065,166.754779412
5.184814,23585,5.18457,26083,0.087033,0.069451,0.426096,151.26000817,167.280678105
5.21167,23659,5.211426,26165,0.093187,0.072088,0.487822,151.734599673,167.806576797
5.241699,23747,5.241455,26260,0.117802,0.090549,0.549983,152.298978758,168.415849673
5.270019,23834,5.269531,26356,0.145055,0.097582,0.611613,152.856944444,169.031535948
5.297119,23926,5.296875,26450,0.172308,0.13978,0.671738,153.446977124,169.634395425
5.324218,24026,5.323974,26556,0.208352,0.175824,0.729386,154.088316993,170.314215686
5.35205,24141,5.351807,26679,0.224176,0.210989,0.783607,154.825857843,171.103063725
5.381103,24276,5.380859,26816,0.243516,0.231209,0.833485,155.691666667,171.981699346
5.408691,24416,5.408447,26972,0.255824,0.237363,0.878158,156.589542484,172.982189542
5.435546,24565,5.435058,27130,0.228571,0.24,0.916831,157.545138889,173.995506536
5.464843,24739,5.4646,27317,0.201319,0.229451,0.948794,158.661070261,175.194812092
5.491699,24906,5.491455,27495,0.183736,0.148571,0.973434,159.732107843,176.336397059
5.52124,25096,5.520996,27698,0.168791,0.142418,0.990247,160.950653595,177.638316993
5.548584,25276,5.54834,27892,0.13978,0.13978,0.998854,162.105065359,178.88251634
5.576171,25460,5.575928,28091,0.12044,0.11956,0.999009,163.285130719,180.15878268
5.603271,25642,5.603027,28288,0.116044,0.090549,0.990606,164.452369281,181.422222222
5.630371,25826,5.630127,28488,0.106374,0.103736,0.973684,165.632434641,182.704901961
5.6604,26030,5.660156,28709,0.082637,0.083516,0.948436,166.940767974,184.122263072
5.687255,26212,5.687012,28907,0.087912,0.08,0.915204,168.108006536,185.392116013
5.715088,26398,5.714844,29111,0.068571,0.067692,0.87448,169.300898693,186.700449346
5.742187,26578,5.741943,29309,0.079121,0.063297,0.826901,170.455310458,187.970302288
5.773193,26782,5.772949,29532,0.056264,0.049231,0.77324,171.763643791,189.400490196
5.803711,26977,5.803467,29748,0.065934,0.036923,0.714399,173.014256536,190.785784314
5.83081,27148,5.830566,29937,0.053626,0.04044,0.651393,174.110947712,191.997916667
5.858398,27318,5.858154,30126,0.068571,0.028132,0.585336,175.20122549,193.21004902
5.885986,27484,5.885742,30310,0.047473,0.024615,0.517422,176.265849673,194.390114379
5.913574,27646,5.913086,30490,0.038681,0.049231,0.448903,177.304820261,195.544526144
5.942627,27813,5.942383,30677,0.045714,0.021978,0.381071,178.375857843,196.743831699
5.971923,27975,5.97168,30859,0.042198,0.025495,0.31523,179.414828431,197.911070261
5.999755,28124,5.999512,31027,0.04044,0.027253,0.252672,180.370424837,198.988521242
6.027099,28267,6.026855,31188,0.038681,0.016703,0.194654,181.28754085,200.021078431
6.054443,28406,6.054199,31345,0.047473,0.021978,0.142366,182.179003268,201.027982026
6.082031,28542,6.081787,31499,0.036923,0.018462,0.096913,183.05122549,202.015645425
6.111572,28681,6.111084,31657,0.043077,0.022857,0.059284,183.942687908,203.028962418
6.14038,28814,6.139892,31808,0.036923,0.017582,0.03033,184.795669935,203.997385621
6.167236,28933,6.166992,31950,0.027253,0.067692,0.010746,185.558864379,204.908088235
6.195068,29048,6.194824,32084,0.029011,0.011429,0.001047,186.296405229,205.76748366
6.222412,29156,6.222168,32209,0.029011,0.014945,0.001554,186.989052288,206.569158497
6.251953,29264,6.251709,32335,0.028132,0.00967,0.012385,187.681699346,207.377246732
6.280517,29362,6.280273,32454,0.05011,0.021978,0.033441,188.310212418,208.140441176
6.308105,29453,6.307861,32561,0.051868,0.041319,0.064406,188.893831699,208.826674837
6.335205,29540,6.334961,32664,0.055385,0.031648,0.104743,189.451797386,209.487254902
6.362304,29625,6.361816,32763,0.064176,0.02989,0.153705,189.996936275,210.122181373
6.392578,29719,6.392334,32873,0.066813,0.050989,0.210342,190.599795752,210.827655229
6.42041,29803,6.420166,32971,0.075604,0.045714,0.273514,191.138521242,211.456168301
6.447998,29885,6.44751,33067,0.075604,0.073846,0.341914,191.664419935,212.071854575
6.477295,29973,6.477051,33170,0.082637,0.056264,0.414093,192.22879902,212.732434641
6.504638,30057,6.504394,33265,0.102857,0.081758,0.488486,192.76752451,213.341707516
6.533935,30150,6.533691,33371,0.116923,0.110769,0.563444,193.363970588,214.021527778
6.562011,30244,6.561767,33472,0.152967,0.12044,0.637272,193.966830065,214.669281046
6.590088,30346,6.589844,33583,0.204835,0.13978,0.708265,194.620996732,215.381168301
6.617431,30457,6.617187,33701,0.245275,0.19956,0.77475,195.332883987,216.137949346
6.644531,30579,6.644287,33835,0.26022,0.242637,0.835122,196.115318627,216.997344771
6.673828,30726,6.673584,33995,0.263736,0.236484,0.887887,197.058088235,218.023488562
6.702148,30882,6.701904,34165,0.251429,0.254066,0.931704,198.058578431,219.11376634
6.729248,31044,6.729248,34332,0.214505,0.190769,0.965413,199.09754902,220.184803922
6.75708,31217,6.756592,34518,0.175824,0.167033,0.988079,200.207066993,221.377696078
6.784668,31396,6.78418,34710,0.148571,0.130989,0.999013,201.355065359,222.609068627
6.815185,31598,6.814941,34928,0.114286,0.13011,0.997803,202.650571895,224.007189542
6.842773,31784,6.842529,35129,0.122198,0.127473,0.984325,203.843464052,225.29628268
6.869873,31967,6.869629,35327,0.094945,0.083516,0.958764,205.017116013,226.566135621
6.898193,32158,6.897949,35535,0.084396,0.073846,0.921608,206.242075163,227.900122549
6.925537,32340,6.925293,35735,0.081758,0.072967,0.873654,207.409313725,229.182802288
6.955078,32536,6.954834,35950,0.076484,0.042198,0.815989,208.666339869,230.561683007
6.983398,32722,6.983154,36154,0.066813,0.042198,0.749974,209.859232026,231.87001634
7.012207,32906,7.011963,36358,0.061538,0.043077,0.677217,211.039297386,233.178349673
7.039306,33076,7.039062,36546,0.047473,0.038681,0.599536,212.129575163,234.384068627
7.066406,33242,7.066162,36730,0.054505,0.026374,0.518915,213.194199346,235.564133987
7.095947,33418,7.095703,36927,0.042198,0.026374,0.43746,214.322957516,236.827573529
7.125,33586,7.124512,37113,0.045714,0.019341,0.357344,215.400408497,238.020465686
7.152832,33743,7.152588,37289,0.051868,0.044835,0.280746,216.407312092,239.149223856
7.179931,33890,7.179687,37454,0.041319,0.014945,0.209798,217.350081699,240.207434641
7.207763,34037,7.207519,37620,0.036044,0.014945,0.146517,218.292851307,241.272058824
7.236572,34184,7.236328,37788,0.04044,0.02022,0.092752,219.235620915,242.349509804
7.26416,34321,7.263916,37943,0.048352,0.018462,0.050121,220.114256536,243.343586601
7.292236,34455,7.291992,38098,0.029011,0.014066,0.019964,220.973651961,244.337663399
7.3208,34586,7.320557,38248,0.030769,0.017582,0.003291,221.81380719,245.299673203
7.347656,34701,7.347412,38381,0.028132,0.014066,0.000746,222.551348039,246.152655229
7.375,34810,7.374756,38508,0.029011,0.011429,0.01258,223.250408497,246.967156863
7.405029,34924,7.404785,38634,0.043956,0.024615,0.038626,223.981535948,247.775245098
7.433349,35027,7.432861,38755,0.051868,0.032527,0.078296,224.642116013,248.55126634
7.462158,35129,7.461914,38874,0.063297,0.027253,0.130586,225.29628268,249.314460784
7.490234,35226,7.48999,38988,0.109011,0.08967,0.194094,225.918382353,250.045588235
7.518066,35319,7.517578,39098,0.086154,0.045714,0.267049,226.514828431,250.751062092
7.547851,35418,7.547607,39214,0.072967,0.042198,0.347356,227.149754902,251.49501634
7.575683,35511,7.575439,39322,0.129231,0.065055,0.432652,227.74620098,252.187663399
7.603271,35603,7.603027,39429,0.097582,0.074725,0.52037,228.33623366,252.873897059
7.630859,35698,7.630615,39537,0.16967,0.084396,0.607814,228.945506536,253.566544118
7.657959,35798,7.657715,39647,0.163516,0.138901,0.692241,229.586846405,254.272017974
7.687011,35915,7.686767,39772,0.231209,0.174945,0.770948,230.337214052,255.07369281
7.715332,36041,7.714844,39911,0.29011,0.247033,0.841357,231.145302288,255.965155229
7.742431,36178,7.741943,40067,0.283077,0.276044,0.901104,232.023937908,256.965645425
7.769531,36329,7.769287,40229,0.28044,0.245275,0.948125,232.992361111,258.004616013
7.801025,36518,7.800781,40433,0.205714,0.191648,0.980727,234.204493464,259.312949346
7.83081,36707,7.830566,40634,0.167033,0.167033,0.997659,235.416625817,260.602042484
7.858398,36888,7.858154,40829,0.149451,0.129231,0.998166,236.57745098,261.852655229
7.885986,37071,7.885742,41027,0.109011,0.10022,0.982029,237.751102941,263.12250817
7.914306,37260,7.913818,41232,0.101978,0.123956,0.949588,238.963235294,264.437254902
7.941406,37442,7.940918,41430,0.08967,0.072967,0.901744,240.130473856,265.707107843
7.970214,37635,7.969971,41640,0.072967,0.067692,0.839949,241.368259804,267.053921569
7.998535,37823,7.998291,41845,0.054505,0.036044,0.766166,242.573978758,268.368668301
8.026367,38002,8.026123,42042,0.060659,0.041319,0.682819,243.721977124,269.632107843
8.053955,38175,8.053711,42234,0.046593,0.037802,0.592719,244.831495098,270.863480392
8.08081,38342,8.080566,42418,0.04044,0.021099,0.498973,245.90253268,272.043545752
8.110351,38518,8.110107,42615,0.041319,0.064176,0.404885,247.03129085,273.306985294
8.138671,38684,8.138428,42799,0.035165,0.02022,0.313837,248.095915033,274.487050654
8.166259,38839,8.166016,42973,0.038681,0.015824,0.22917,249.08999183,275.602982026
8.193359,38987,8.193115,43140,0.037802,0.019341,0.154061,250.039174837,276.674019608
8.222656,39142,8.222412,43315,0.037802,0.015824,0.091398,251.033251634,277.796364379
8.255127,39310,8.254883,43504,0.033407,0.02022,0.043661,252.110702614,279.008496732
8.28247,39444,8.282226,43669,0.036044,0.017582,0.012824,252.970098039,280.066707516
8.310302,39574,8.309814,43817,0.02989,0.017582,0.000258,253.803839869,281.015890523
8.33789,39696,8.337646,43957,0.028132,0.014945,0.006665,254.58627451,281.91376634
8.364746,39807,8.364502,44088,0.04044,0.033407,0.03203,255.298161765,282.753921569
8.394043,39924,8.393799,44223,0.045714,0.031648,0.075602,256.048529412,283.619730392
8.42163,40031,8.421631,44349,0.099341,0.025495,0.135901,256.734763072,284.427818627
8.449951,40138,8.449707,44472,0.058022,0.043956,0.210758,257.420996732,285.216666667
8.477783,40241,8.477539,44590,0.071209,0.041319,0.297379,258.081576797,285.973447712
8.504638,40339,8.504394,44703,0.077363,0.052747,0.392444,258.710089869,286.698161765
8.533935,40445,8.533691,44824,0.090549,0.068571,0.492222,259.389910131,287.474183007
8.564453,40558,8.564209,44952,0.111648,0.080879,0.592714,260.114624183,288.295098039
8.592041,40664,8.591553,45072,0.182857,0.141538,0.689812,260.794444444,289.064705882
8.621093,40785,8.62085,45201,0.224176,0.195165,0.779464,261.570465686,289.892034314
8.649658,40917,8.649414,45354,0.293626,0.238242,0.857848,262.417034314,290.873284314
8.677246,41060,8.676758,45515,0.285714,0.288352,0.921537,263.334150327,291.905841503
8.707031,41231,8.706787,45703,0.233846,0.250549,0.967659,264.430841503,293.111560458
8.735595,41407,8.735351,45892,0.193407,0.18989,0.994034,265.559599673,294.32369281
8.762695,41581,8.762451,46078,0.153846,0.13011,0.999292,266.675531046,295.516584967
8.790039,41760,8.789795,46271,0.132747,0.12044,0.982949,267.823529412,296.754370915
8.817871,41946,8.817627,46472,0.11956,0.101978,0.94546,269.016421569,298.043464052
8.848632,42150,8.848144,46693,0.083516,0.077363,0.888222,270.324754902,299.460825163
8.875976,42333,8.875732,46893,0.066813,0.050989,0.813537,271.498406863,300.743504902
8.903808,42515,8.903564,47092,0.060659,0.036923,0.724538,272.665645425,302.019771242
8.931152,42691,8.930908,47285,0.054505,0.023736,0.625069,273.794403595,303.25755719
8.959228,42866,8.958984,47478,0.054505,0.02022,0.519525,274.916748366,304.495343137
8.988769,43045,8.988281,47676,0.03956,0.056264,0.412671,276.064746732,305.765196078
9.016845,43211,9.016601,47861,0.035165,0.019341,0.309427,277.129370915,306.951674837
