0,0,0,0,0.104615,0.330549,1,0,0
0.027344,41,0.026856,51,1.120879,1.004835,0.998458,0.2629493464,0.3270833333
0.054199,146,0.0542,173,0.603956,0.523956,0.993839,0.9363562092,1.1095179739
0.082031,285,0.081543,320,0.325275,0.333187,0.986168,1.8278186275,2.0522875817
0.11084,452,0.110352,498,0.228571,0.233846,0.975488,2.8988562092,3.193872549
0.138184,619,0.137696,675,0.181099,0.144176,0.961861,3.9698937909,4.3290441177
0.168945,815,0.168457,884,0.138022,0.137143,0.945369,5.2269199346,5.6694444444
0.196289,994,0.196289,1077,0.134505,0.110769,0.92611,6.3749183007,6.9072303922
0.224121,1174,0.223633,1272,0.101099,0.094945,0.9042,7.5293300654,8.1578431373
0.252442,1360,0.252442,1473,0.097582,0.083516,0.879771,8.7222222222,9.4469362745
0.279785,1537,0.279297,1666,0.095824,0.065934,0.852973,9.8573937909,10.6847222222
0.311035,1738,0.310547,1886,0.090549,0.074725,0.823969,11.1464869281,12.0956699346
0.338867,1916,0.338379,2081,0.081758,0.084396,0.792936,12.2880718954,13.3462826797
0.366211,2090,0.365723,2272,0.074725,0.074725,0.760066,13.404003268,14.5712418301
0.393555,2260,0.393067,2459,0.067692,0.049231,0.72556,14.4942810458,15.7705473856
0.421387,2432,0.420899,2649,0.072088,0.101099,0.689633,15.5973856209,16.9890931373
0.45166,2616,0.451661,2854,0.061538,0.047473,0.652507,16.7774509804,18.3038398693
0.479492,2778,0.479004,3033,0.067692,0.037802,0.614413,17.8164215686,19.4518382353
0.507813,2943,0.507325,3218,0.058022,0.03956,0.575586,18.8746323529,20.6383169935
0.535156,3099,0.534668,3392,0.058901,0.034286,0.53627,19.875122549,21.754248366
0.5625,3252,0.5625,3564,0.053626,0.034286,0.496711,20.856372549,22.8573529412
0.594238,3424,0.59375,3757,0.078242,0.031648,0.457155,21.9594771242,24.0951388889
0.623535,3578,0.623047,3930,0.053626,0.025495,0.417852,22.9471405229,25.2046568627
0.650879,3720,0.650391,4091,0.053626,0.036923,0.379049,23.8578431373,26.2372140523
0.678223,3857,0.678223,4248,0.054505,0.030769,0.340989,24.7364787582,27.2441176471
0.705567,3993,0.705567,4402,0.052747,0.027253,0.303914,25.6087009804,28.2317810458
0.736328,4139,0.736329,4570,0.049231,0.023736,0.268058,26.5450571895,29.3092320261
0.763672,4266,0.763672,4716,0.056264,0.023736,0.233649,27.3595588235,30.2455882353
0.791504,4390,0.791016,4858,0.042198,0.029011,0.200905,28.1548202614,31.1562908497
0.818848,4511,0.818848,4998,0.045714,0.032527,0.170036,28.9308415033,32.0541666667
0.846192,4628,0.846192,5134,0.044835,0.036923,0.141238,29.6812091503,32.9263888889
