545.483127,0,545.482913,0,0.187253,0.181978,0.5,6.15
545.990893,4,545.990706,21,0.282198,0.337582,0.739713,9.0984699
546.495335,23,546.495147,31,0.955604,1.004835,0.920735,11.3250405
546.999375,26,546.999188,31,1.534945,1.41978,0.998747,12.2845881
547.503457,41,547.503294,31,2.035165,1.469011,0.954649,11.7421827
548.007557,41,548.007397,31,1.723077,1.137582,0.799236,9.8306028
548.511585,41,548.511424,31,0.867692,0.85011,0.57056,7.017888
549.015737,41,549.015576,31,0.204835,0.203077,0.324608,3.9926784
549.519877,24,549.519719,22,0.04044,0.066813,0.121599,1.4956677
550.024296,24,550.023854,22,0.016703,0.03956,0.011235,0.1381905
550.530205,24,550.527924,22,0.019341,0.045714,0.020538,0.2526174
551.034533,24,551.034346,22,0.056264,0.056264,0.14723,1.810929
551.538666,24,551.538506,22,0.050989,0.080879,0.360292,4.4315916
552.042861,24,552.042701,22,0.145055,0.187253,0.60756,7.472988
552.546898,26,552.546733,23,0.52044,0.592527,0.828493,10.1904639
553.050975,42,553.050817,33,1.225495,1.295824,0.969,11.9187
553.554988,42,553.554854,33,1.642198,1.916484,0.994679,12.2345517
554.058938,43,554.058779,33,1.550769,1.301099,0.899244,11.0607012
554.562948,45,554.562814,32,1.192088,0.88967,0.706059,8.6845257
555.066943,45,555.066782,32,0.620659,0.53978,0.462424,5.6878152
555.571056,44,555.570867,28,0.111648,0.116923,0.227989,2.8042647
556.075463,44,556.075302,24,0.031648,0.05978,0.060152,0.7398696
556.581889,44,556.581722,24,0.019341,0.043077,0.000005,0.0000615
557.086364,44,557.086206,24,0.015824,0.044835,0.062274,0.7659702
557.591095,44,557.590933,24,0.043077,0.072088,0.231714,2.8500822
558.095161,44,558.095002,24,0.082637,0.117802,0.466839,5.7421197
558.599221,44,558.599064,24,0.294506,0.308571,0.710084,8.7340332
559.103375,46,559.103214,30,0.743736,0.845714,0.901892,11.0932716
559.607662,65,559.607503,30,1.426813,1.288791,0.995304,12.2422392
560.111707,65,560.111545,31,1.621978,1.634286,0.967448,11.8996104
560.615616,67,560.615456,31,1.462857,1.201758,0.825144,10.1492712
561.119697,67,561.119535,31,0.918681,0.85011,0.603234,7.4197782
561.623747,67,561.623543,31,0.271648,0.281319,0.356048,4.3793904
562.129243,55,562.129078,23,0.079121,0.10022,0.144107,1.7725161
562.63326,55,562.633053,23,0.024615,0.047473,0.019301,0.2374023
563.137164,55,563.137002,23,0.010549,0.034286,0.012187,0.1499001
563.641701,55,563.641541,23,0.019341,0.045714,0.124506,1.5314238
564.145733,55,564.145575,23,0.072088,0.092308,0.32876,4.043748
564.649944,55,564.649745,23,0.144176,0.173187,0.574939,7.0717497
565.154056,55,565.153894,23,0.418462,0.484396,0.80277,9.874071
565.658025,66,565.657865,31,1.062857,1.152527,0.956473,11.7646179
566.162263,66,566.162102,31,1.503297,1.427692,0.998415,12.2805045
566.666288,66,566.666127,31,1.569231,1.210549,0.918328,11.2954344
567.170425,66,567.170266,31,1.197363,0.92044,0.73582,9.050586
567.676462,66,567.675901,31,0.596044,0.494066,0.495574,6.0955602
568.180463,65,568.180302,29,0.133626,0.129231,0.256413,3.1538799
568.684577,64,568.684387,22,0.038681,0.05978,0.07689,0.945747
569.188656,64,569.188496,22,0.018462,0.041319,0.000959,0.0117957
569.693045,58,569.692881,22,0.02022,0.049231,0.047211,0.5806953
570.197077,58,570.196917,22,0.036923,0.061538,0.204321,2.5131483
570.700919,58,570.700759,22,0.07033,0.097582,0.433824,5.3360352
571.205117,58,571.204954,22,0.261099,0.243516,0.679529,8.3582067
571.709284,60,571.709119,25,0.734066,0.743736,0.881279,10.8397317
572.213264,66,572.213102,32,1.309011,1.244835,0.989679,12.1730517
572.717203,66,572.717044,32,1.581538,1.585934,0.978188,12.0317124
573.22298,66,573.222814,32,1.428571,1.144615,0.84962,10.450326
573.727153,66,573.726967,32,0.98022,0.837802,0.635453,7.8160719
574.231423,66,574.231261,32,0.357802,0.335824,0.388122,4.7739006
574.735461,64,574.735304,22,0.080879,0.083516,0.168183,2.0686509
575.239573,64,575.239387,22,0.035165,0.05978,0.029484,0.3626532
575.743588,59,575.743428,22,0.017582,0.043077,0.005984,0.0736032
576.247688,59,576.247554,22,0.018462,0.046593,0.103436,1.2722628
576.751936,59,576.751748,22,0.047473,0.071209,0.297981,3.6651663
577.254182,59,577.254019,22,0.140659,0.146813,0.541987,6.6664401
577.758346,59,577.758187,22,0.330549,0.396484,0.775713,9.5412699
578.262476,65,578.262286,26,1.009231,0.960879,0.941935,11.5858005
578.768665,66,578.768426,26,1.405714,1.243077,0.999956,12.2994588
579.272694,67,579.272508,38,1.541978,1.221099,0.93557,11.507511
579.776967,67,579.776806,38,1.24044,0.891429,0.764541,9.4038543
580.281121,67,580.280957,38,0.696264,0.72,0.528744,6.5035512
580.785122,66,580.784964,30,0.159121,0.168791,0.285909,3.5166807
581.289157,65,581.288967,30,0.063297,0.064176,0.095491,1.1745393
581.792997,65,581.792835,30,0.017582,0.04044,0.004111,0.0505653
582.296865,65,582.296704,30,0.029011,0.044835,0.034142,0.4199466
582.800967,65,582.800833,30,0.085275,0.058901,0.178231,2.1922413
583.304857,66,583.304694,32,0.058901,0.134505,0.401101,4.9335423
583.809077,76,583.808915,53,0.184615,0.20044,0.648184,7.9726632
584.314776,82,584.314586,62,0.666374,0.666374,0.858987,10.5655401
584.818946,99,584.818786,63,1.238681,1.233407,0.981898,12.0773454
585.323062,109,585.322901,64,1.598242,1.603516,0.986823,12.1379229
585.827647,109,585.827486,64,1.458462,1.047912,0.872557,10.7324511
586.332602,109,586.332406,64,0.955604,0.795604,0.667076,8.2050348
586.836579,109,586.836415,64,0.398242,0.4,0.420689,5.1744747
587.340667,103,587.340502,60,0.057143,0.099341,0.19372,2.382756
587.844705,102,587.844543,54,0.037802,0.084396,0.041739,0.5133897
588.348896,98,588.348735,54,0.017582,0.04044,0.001957,0.0240711
588.852893,98,588.852708,54,0.02022,0.045714,0.084113,1.0345899
589.357125,97,589.356964,54,0.063297,0.07033,0.268092,3.2975316
589.862782,97,589.862618,54,0.125714,0.128352,0.508851,6.2588673
590.367417,99,590.367256,60,0.300659,0.328791,0.747443,9.1935489
590.872457,116,590.872297,80,0.911648,0.927473,0.925452,11.3830596
591.376586,120,591.376423,79,1.466374,1.227253,0.999295,12.2913285
591.880798,122,591.880639,80,1.941978,1.296703,0.950894,11.6959962
592.384934,130,592.384706,95,1.232527,1.014506,0.792098,9.7428054
592.888961,137,592.888801,95,0.727033,0.776264,0.561787,6.9099801
593.392782,137,593.392619,95,0.177582,0.222418,0.316347,3.8910681
593.896816,137,593.896627,94,0.04044,0.07033,0.115873,1.4252379
594.400996,137,594.400833,94,0.018462,0.043077,0.009446,0.1161858
594.904921,129,594.904761,85,0.016703,0.048352,0.023124,0.2844252
595.410978,130,595.410746,85,0.061538,0.068571,0.153558,1.8887634
595.9151,130,595.91494,84,0.083516,0.08,0.368813,4.5363999
596.419702,130,596.41908,77,0.240879,0.283956,0.616187,7.5791001
596.924481,130,596.923901,78,0.764835,0.662857,0.835115,10.2719145
597.428679,136,597.428397,86,1.206154,1.28,0.971995,11.9555385
597.932749,138,597.932588,86,1.842637,1.57011,0.993314,12.2177622
598.436917,138,598.436757,86,1.873407,1.151648,0.893853,10.9943919
598.941038,138,598.940874,86,1.371429,0.841319,0.697963,8.5849449
599.44496,138,599.4448,86,0.474725,0.501099,0.453604,5.5793292
